shipment_id,supplier_id,product_id,transportation_mode,quantity,distance_miles,shipping_cost,fuel_surcharge,delivery_time_days,planned_delivery_time,actual_delivery_time,on_time_delivery,damage_incidents,carbon_footprint_kg
SHIP_001025,SUP_0084,PROD_0062,Intermodal,221,578,210.45,18.35,8,8,8,True,0,64391.08
SHIP_001026,SUP_0054,PROD_0049,Intermodal,644,1007,252.53,17.23,10,10,10,True,0,1597368.93
SHIP_001027,SUP_0076,PROD_0050,Rail,616,2965,114.55,6.15,11,11,13,True,0,1843207.27
SHIP_001028,SUP_0059,PROD_0064,Air,648,2433,297.93,21.75,2,2,2,True,0,926918.42
SHIP_001029,SUP_0148,PROD_0023,Truck,794,1777,319.52,32.37,6,6,7,True,0,3525611.29
SHIP_001030,SUP_0152,PROD_0034,Ship,573,1586,104.38,9.58,28,28,29,True,0,1358342.18
SHIP_001031,SUP_0129,PROD_0045,Truck,624,2051,323.74,26.59,1,1,4,False,0,1407367.21
SHIP_001032,SUP_0061,PROD_0067,Air,750,2250,807.89,58.62,1,1,1,True,0,1016111.75
SHIP_001033,SUP_0090,PROD_0081,Truck,152,2873,229.26,19.61,5,5,8,True,0,518364.11
SHIP_001034,SUP_0096,PROD_0079,Truck,737,980,533.6,72.27,5,5,6,True,0,1369466.39
SHIP_001035,SUP_0182,PROD_0063,Ship,610,572,71.99,7.07,28,28,27,True,0,276964.46
SHIP_001036,SUP_0094,PROD_0042,Truck,593,463,185.05,20.13,1,1,1,True,0,567668.91
SHIP_001037,SUP_0098,PROD_0096,Air,158,332,653.39,82.46,1,1,0,True,0,66644.86
SHIP_001038,SUP_0188,PROD_0050,Intermodal,585,1106,241.67,15.68,8,8,8,True,0,774337.91
SHIP_001039,SUP_0050,PROD_0042,Rail,18,1038,104.83,8.33,12,12,15,True,0,11276.9
SHIP_001040,SUP_0096,PROD_0010,Ship,52,1142,130.33,12.02,34,34,33,False,0,41339.04
SHIP_001041,SUP_0028,PROD_0012,Truck,334,1882,451.94,48.7,6,6,5,True,0,727935.41
SHIP_001042,SUP_0078,PROD_0070,Truck,435,2579,524.27,22.87,2,2,2,True,0,1521372.53
SHIP_001043,SUP_0159,PROD_0088,Truck,749,2354,481.37,36.55,4,4,5,True,0,3550998.99
SHIP_001044,SUP_0049,PROD_0036,Intermodal,652,2382,286.4,28.95,11,11,14,True,0,1279941.39
SHIP_001045,SUP_0011,PROD_0024,Intermodal,912,565,268.55,28.55,11,11,11,False,0,980756.08
SHIP_001046,SUP_0139,PROD_0074,Ship,537,1940,157.6,6.7,30,30,32,True,1,1819370.93
SHIP_001047,SUP_0085,PROD_0010,Rail,507,60,224.06,21.25,13,13,13,True,0,42745.64
SHIP_001048,SUP_0006,PROD_0056,Intermodal,549,2617,423.51,36.22,16,16,15,True,0,2775681.2
SHIP_001049,SUP_0034,PROD_0027,Truck,491,785,261.92,15.14,3,3,4,True,0,497174.73
SHIP_001050,SUP_0064,PROD_0075,Truck,84,1338,275.9,28.13,5,5,4,True,0,269231.45
SHIP_001051,SUP_0188,PROD_0018,Air,145,1568,909.44,94.26,2,2,1,True,0,400266.46
SHIP_001052,SUP_0044,PROD_0011,Truck,13,1555,551.85,64.9,4,4,6,True,0,50488.81
SHIP_001053,SUP_0068,PROD_0082,Intermodal,936,2257,330.16,23.85,19,19,21,False,0,4197390.86
SHIP_001054,SUP_0027,PROD_0046,Ship,939,1967,207.12,22.37,41,41,40,True,0,4606070.55
SHIP_001055,SUP_0150,PROD_0092,Air,473,1515,469.03,25.01,1,1,2,True,0,1455399.02
SHIP_001056,SUP_0138,PROD_0005,Ship,549,2782,206.78,15.8,28,28,27,True,0,877190.32
SHIP_001057,SUP_0142,PROD_0087,Air,96,1182,438.54,45.96,1,1,0,True,0,181317.66
SHIP_001058,SUP_0031,PROD_0080,Truck,232,2399,323.54,23.78,2,2,1,True,0,577141.54
SHIP_001059,SUP_0173,PROD_0017,Truck,440,1387,314.7,30.28,3,3,2,True,0,1466278.5
SHIP_001060,SUP_0171,PROD_0020,Truck,582,2935,643.03,39.37,1,1,0,True,0,1801665.65
SHIP_001061,SUP_0178,PROD_0075,Truck,293,1377,461.16,24.71,4,4,7,True,0,558175.29
SHIP_001062,SUP_0128,PROD_0088,Air,934,1631,548.09,52.93,2,2,1,True,0,1611525.62
SHIP_001063,SUP_0066,PROD_0009,Rail,805,159,131.6,13.0,5,5,8,True,0,128573.41
SHIP_001064,SUP_0079,PROD_0005,Air,323,229,792.49,64.92,2,2,1,False,0,95734.36
SHIP_001065,SUP_0030,PROD_0077,Intermodal,854,804,171.46,10.13,17,17,17,True,1,1617800.71
SHIP_001066,SUP_0078,PROD_0064,Truck,197,1744,158.66,14.8,5,5,6,True,0,418469.67
SHIP_001067,SUP_0185,PROD_0049,Rail,480,1478,210.15,25.31,10,10,11,True,0,649133.65
SHIP_001068,SUP_0013,PROD_0059,Truck,45,81,500.92,64.43,6,6,5,True,0,7754.35
SHIP_001069,SUP_0099,PROD_0089,Rail,400,2611,196.53,16.56,6,6,7,True,0,2433100.58
SHIP_001070,SUP_0044,PROD_0036,Truck,940,1672,335.7,27.13,6,6,6,True,0,2980705.03
SHIP_001071,SUP_0089,PROD_0013,Rail,632,2384,236.11,14.51,12,12,11,True,0,3323589.41
SHIP_001072,SUP_0063,PROD_0077,Truck,234,703,151.77,18.42,4,4,6,True,1,165399.28
SHIP_001073,SUP_0113,PROD_0080,Ship,249,1340,139.81,8.01,22,22,23,True,0,395441.09
SHIP_001074,SUP_0053,PROD_0012,Rail,168,103,139.12,9.38,11,11,14,True,0,9541.61
SHIP_001075,SUP_0007,PROD_0027,Truck,527,1394,224.01,22.16,2,2,4,True,0,574994.08
SHIP_001076,SUP_0078,PROD_0058,Ship,547,542,123.28,16.79,20,20,23,True,0,732904.6
SHIP_001077,SUP_0017,PROD_0020,Truck,205,120,468.48,56.34,5,5,5,True,0,27770.91
SHIP_001078,SUP_0079,PROD_0038,Ship,942,2991,92.77,4.32,25,25,27,True,0,4752331.7
SHIP_001079,SUP_0050,PROD_0075,Truck,459,347,287.83,17.18,5,5,6,False,1,170797.15
SHIP_001080,SUP_0033,PROD_0020,Rail,935,2629,109.04,7.88,7,7,10,True,2,1909830.58
SHIP_001081,SUP_0166,PROD_0056,Truck,832,2368,562.02,46.54,6,6,5,True,0,3922501.26
SHIP_001082,SUP_0099,PROD_0017,Truck,419,2719,411.5,28.91,1,1,3,False,0,2075736.9
SHIP_001083,SUP_0137,PROD_0067,Intermodal,903,1702,337.12,36.94,18,18,20,True,0,2181773.96
SHIP_001084,SUP_0085,PROD_0090,Truck,250,784,405.95,50.79,1,1,2,True,1,156080.0
SHIP_001085,SUP_0018,PROD_0042,Truck,331,1271,166.77,10.11,2,2,4,True,0,638164.74
SHIP_001086,SUP_0083,PROD_0043,Truck,135,1946,323.98,14.49,6,6,9,True,0,632160.27
SHIP_001087,SUP_0124,PROD_0050,Truck,567,1939,565.04,60.93,3,3,6,True,0,1247408.34
SHIP_001088,SUP_0060,PROD_0053,Truck,829,1460,153.82,16.1,3,3,3,True,0,2535280.88
SHIP_001089,SUP_0157,PROD_0087,Truck,722,1856,445.61,41.08,2,2,3,True,0,1563141.4
SHIP_001090,SUP_0176,PROD_0044,Truck,16,2604,417.85,29.66,3,3,4,True,0,72850.85
SHIP_001091,SUP_0114,PROD_0098,Air,959,261,344.61,47.96,1,1,2,True,0,538868.76
SHIP_001092,SUP_0022,PROD_0097,Intermodal,185,1975,187.2,13.81,11,11,12,True,0,407398.47
SHIP_001093,SUP_0101,PROD_0017,Truck,840,95,312.7,44.32,6,6,8,False,0,127818.75
SHIP_001094,SUP_0117,PROD_0051,Intermodal,94,1316,241.89,31.86,19,19,19,True,0,229599.26
SHIP_001095,SUP_0005,PROD_0084,Rail,351,2180,223.36,24.65,10,10,13,True,0,936001.54
SHIP_001096,SUP_0013,PROD_0022,Intermodal,54,1753,280.76,14.74,14,14,16,True,0,94028.23
SHIP_001097,SUP_0187,PROD_0018,Rail,76,181,182.67,22.05,13,13,15,True,0,9221.16
SHIP_001098,SUP_0159,PROD_0010,Ship,501,941,76.97,9.34,34,34,35,True,0,995992.49
SHIP_001099,SUP_0056,PROD_0090,Air,314,314,529.96,53.38,2,2,1,True,0,114380.39
SHIP_001100,SUP_0035,PROD_0041,Rail,488,153,100.54,10.0,12,12,12,False,0,64105.31
SHIP_001101,SUP_0133,PROD_0054,Ship,836,1622,205.37,21.76,23,23,26,True,0,2049256.6
SHIP_001102,SUP_0163,PROD_0043,Truck,905,2415,483.58,25.12,2,2,5,True,0,3359367.95
SHIP_001103,SUP_0022,PROD_0059,Truck,501,454,509.85,27.79,6,6,9,True,0,233146.11
SHIP_001104,SUP_0071,PROD_0045,Ship,87,573,87.92,10.01,23,23,26,True,0,37335.46
SHIP_001105,SUP_0172,PROD_0073,Rail,406,1277,95.37,8.32,7,7,8,True,0,806734.27
SHIP_001106,SUP_0024,PROD_0050,Ship,311,1534,154.55,9.28,39,39,38,True,0,734569.77
SHIP_001107,SUP_0024,PROD_0001,Truck,169,814,342.41,32.1,3,3,2,True,0,315317.39
SHIP_001108,SUP_0085,PROD_0059,Truck,307,251,384.45,51.27,4,4,7,True,0,73059.44
SHIP_001109,SUP_0159,PROD_0088,Truck,341,2423,357.99,29.87,5,5,4,True,0,716587.28
SHIP_001110,SUP_0026,PROD_0012,Ship,27,570,141.17,19.32,38,38,38,True,0,30867.8
SHIP_001111,SUP_0014,PROD_0017,Truck,285,1037,144.15,17.74,5,5,5,True,0,568377.0
SHIP_001112,SUP_0188,PROD_0097,Truck,557,449,416.59,23.22,6,6,7,True,0,165487.77
SHIP_001113,SUP_0077,PROD_0050,Truck,142,2142,389.49,34.5,6,6,8,True,0,220258.46
SHIP_001114,SUP_0007,PROD_0088,Intermodal,246,1976,293.2,28.57,18,18,18,True,0,677815.33
SHIP_001115,SUP_0068,PROD_0037,Rail,975,1753,331.88,35.01,13,13,16,True,0,2068825.45
SHIP_001116,SUP_0111,PROD_0044,Air,237,1581,837.63,90.46,2,2,5,True,1,355735.57
SHIP_001117,SUP_0159,PROD_0052,Truck,180,2874,289.17,19.37,5,5,8,True,0,413899.88
SHIP_001118,SUP_0169,PROD_0002,Rail,624,892,318.18,21.1,10,10,10,True,1,566580.04
SHIP_001119,SUP_0013,PROD_0047,Ship,647,2141,211.52,17.22,25,25,28,True,0,1699720.95
SHIP_001120,SUP_0179,PROD_0087,Ship,823,895,93.47,5.65,15,15,15,True,0,1780363.31
SHIP_001121,SUP_0158,PROD_0009,Truck,630,2922,314.71,28.7,5,5,6,True,0,3303322.15
SHIP_001122,SUP_0151,PROD_0005,Intermodal,582,1498,359.99,39.94,11,11,14,True,0,1264455.24
SHIP_001123,SUP_0056,PROD_0044,Intermodal,178,918,262.71,13.88,15,15,17,True,0,333652.31
SHIP_001124,SUP_0057,PROD_0087,Air,87,1408,244.53,20.96,1,1,4,True,0,102237.28
SHIP_001125,SUP_0105,PROD_0079,Truck,115,759,428.36,30.8,4,4,4,True,1,152662.23
SHIP_001126,SUP_0003,PROD_0068,Ship,671,802,96.2,5.84,25,25,28,True,0,1046590.91
SHIP_001127,SUP_0073,PROD_0023,Truck,87,2609,300.4,32.33,6,6,8,True,0,378769.28
SHIP_001128,SUP_0020,PROD_0074,Truck,814,997,267.84,29.02,1,1,0,False,0,1315717.51
SHIP_001129,SUP_0001,PROD_0033,Air,546,2288,742.94,48.85,1,1,3,True,1,2602466.16
SHIP_001130,SUP_0172,PROD_0044,Truck,854,160,353.44,35.21,5,5,8,True,0,324222.16
SHIP_001131,SUP_0077,PROD_0096,Truck,550,2108,572.19,36.13,3,3,2,True,0,1554521.74
SHIP_001132,SUP_0135,PROD_0020,Ship,144,152,174.25,20.22,19,19,20,True,0,40161.54
SHIP_001133,SUP_0075,PROD_0091,Rail,730,2585,324.36,32.03,6,6,8,True,0,3740045.82
SHIP_001134,SUP_0059,PROD_0072,Rail,497,1296,310.59,30.97,7,7,8,True,0,1568431.08
SHIP_001135,SUP_0109,PROD_0022,Truck,174,2697,602.74,41.77,4,4,7,True,0,684772.19
SHIP_001136,SUP_0181,PROD_0047,Truck,204,291,380.4,41.46,6,6,6,False,0,116892.6
SHIP_001137,SUP_0009,PROD_0083,Intermodal,445,805,402.69,33.8,16,16,15,True,0,592239.2
SHIP_001138,SUP_0054,PROD_0096,Air,621,62,468.82,56.95,2,2,4,True,0,91583.48
SHIP_001139,SUP_0078,PROD_0073,Rail,456,2399,281.96,27.53,8,8,8,True,0,586281.24
SHIP_001140,SUP_0107,PROD_0056,Truck,340,879,341.11,20.46,3,3,6,True,0,520942.42
SHIP_001141,SUP_0143,PROD_0086,Intermodal,794,1566,263.21,22.45,18,18,18,False,0,1566483.94
SHIP_001142,SUP_0001,PROD_0073,Rail,841,1103,107.6,5.94,13,13,15,True,0,2145825.69
SHIP_001143,SUP_0133,PROD_0065,Rail,756,777,238.39,28.86,13,13,14,True,0,1192584.55
SHIP_001144,SUP_0118,PROD_0093,Truck,526,2727,154.06,9.66,5,5,4,False,0,3527468.66
SHIP_001145,SUP_0084,PROD_0005,Truck,574,1625,454.13,42.44,6,6,7,True,0,1939381.72
SHIP_001146,SUP_0199,PROD_0060,Truck,56,1395,176.35,9.91,2,2,1,True,0,159786.28
SHIP_001147,SUP_0003,PROD_0031,Rail,741,1703,239.55,20.32,11,11,12,False,0,1153024.0
SHIP_001148,SUP_0028,PROD_0096,Air,680,1392,511.33,49.15,1,1,2,False,0,1537294.56
SHIP_001149,SUP_0163,PROD_0037,Truck,528,2619,469.96,33.32,3,3,2,False,0,2170003.96
SHIP_001150,SUP_0186,PROD_0051,Air,487,393,299.53,22.86,1,1,4,True,0,405936.33
SHIP_001151,SUP_0019,PROD_0070,Truck,174,1068,491.84,53.16,4,4,6,True,0,424310.68
SHIP_001152,SUP_0067,PROD_0023,Truck,786,946,545.02,31.16,5,5,8,True,0,1000117.99
SHIP_001153,SUP_0190,PROD_0035,Truck,121,1196,143.59,15.22,6,6,9,True,0,119653.8
SHIP_001154,SUP_0144,PROD_0019,Rail,630,1566,345.91,28.38,6,6,7,True,0,1561471.2
SHIP_001155,SUP_0121,PROD_0053,Air,601,1547,512.29,52.76,1,1,3,True,0,608737.68
SHIP_001156,SUP_0108,PROD_0039,Air,506,2547,769.8,46.33,1,1,2,True,0,2836279.77
SHIP_001157,SUP_0107,PROD_0030,Truck,265,2587,424.94,28.76,5,5,8,True,0,1372208.1
SHIP_001158,SUP_0160,PROD_0058,Truck,631,1457,521.54,60.14,6,6,5,True,0,513448.39
SHIP_001159,SUP_0177,PROD_0023,Rail,543,2931,141.23,6.99,11,11,10,False,0,1266291.08
SHIP_001160,SUP_0035,PROD_0015,Air,26,1684,884.75,53.18,1,1,0,True,0,100379.83
SHIP_001161,SUP_0154,PROD_0084,Intermodal,230,819,314.9,20.45,15,15,18,True,0,438413.5
SHIP_001162,SUP_0054,PROD_0048,Air,361,487,555.55,74.36,2,2,3,True,0,168715.86
SHIP_001163,SUP_0136,PROD_0033,Rail,416,1829,281.23,20.81,8,8,7,True,0,1180300.78
SHIP_001164,SUP_0052,PROD_0047,Rail,697,1607,132.18,11.64,6,6,7,True,0,1431298.48
SHIP_001165,SUP_0177,PROD_0022,Truck,898,1905,313.62,16.04,6,6,6,True,0,3744135.82
SHIP_001166,SUP_0089,PROD_0028,Ship,808,2757,197.77,15.42,24,24,27,False,0,1704354.9
SHIP_001167,SUP_0022,PROD_0016,Rail,423,621,96.59,5.24,6,6,8,True,0,546577.2
SHIP_001168,SUP_0153,PROD_0059,Air,371,1824,729.42,85.27,2,2,3,False,0,700645.97
SHIP_001169,SUP_0013,PROD_0009,Truck,398,1951,396.78,33.92,3,3,2,True,0,579612.83
SHIP_001170,SUP_0198,PROD_0081,Truck,597,2959,353.1,21.78,3,3,2,True,0,1193859.68
SHIP_001171,SUP_0048,PROD_0034,Rail,160,200,300.9,24.08,13,13,15,True,0,65757.51
SHIP_001172,SUP_0169,PROD_0052,Truck,746,1941,313.17,22.8,5,5,8,True,0,1797353.97
SHIP_001173,SUP_0078,PROD_0021,Truck,199,2800,555.87,28.97,5,5,7,True,0,1338952.47
SHIP_001174,SUP_0046,PROD_0061,Intermodal,493,815,210.13,12.49,20,20,20,True,0,411776.75
SHIP_001175,SUP_0175,PROD_0069,Truck,706,1160,395.4,20.27,1,1,0,True,0,644658.3
SHIP_001176,SUP_0109,PROD_0068,Air,842,376,793.38,88.6,1,1,2,True,0,609531.19
SHIP_001177,SUP_0153,PROD_0050,Rail,564,1126,328.7,19.8,10,10,10,True,0,1220068.85
SHIP_001178,SUP_0063,PROD_0044,Truck,504,2255,217.27,15.46,4,4,5,True,0,2799940.8
SHIP_001179,SUP_0147,PROD_0030,Rail,836,2948,117.79,13.6,5,5,4,True,0,5620283.09
SHIP_001180,SUP_0040,PROD_0019,Truck,953,500,147.51,15.65,3,3,6,True,0,556746.55
SHIP_001181,SUP_0116,PROD_0056,Rail,313,1287,149.44,16.25,13,13,12,True,0,215916.23
SHIP_001182,SUP_0030,PROD_0097,Air,800,606,383.08,24.77,2,2,3,True,0,751635.86
SHIP_001183,SUP_0172,PROD_0039,Air,185,517,367.7,30.66,1,1,1,True,0,134132.64
SHIP_001184,SUP_0168,PROD_0050,Rail,451,2482,159.01,13.96,13,13,15,True,0,953664.47
SHIP_001185,SUP_0153,PROD_0092,Rail,754,2624,331.57,31.74,12,12,13,True,0,992786.42
SHIP_001186,SUP_0195,PROD_0099,Truck,145,2297,513.56,35.01,2,2,2,True,0,693204.52
SHIP_001187,SUP_0177,PROD_0093,Truck,154,82,444.96,37.91,4,4,7,False,0,15409.33
SHIP_001188,SUP_0158,PROD_0020,Truck,983,2538,590.62,67.37,2,2,5,True,0,3946393.59
SHIP_001189,SUP_0028,PROD_0004,Rail,916,106,279.41,19.14,9,9,12,False,0,185039.22
SHIP_001190,SUP_0160,PROD_0021,Truck,882,2554,202.65,9.3,1,1,2,True,0,1878470.56
SHIP_001191,SUP_0008,PROD_0058,Intermodal,280,1938,206.46,14.87,7,7,6,True,0,421971.19
SHIP_001192,SUP_0149,PROD_0007,Air,611,1212,375.51,42.23,1,1,2,True,0,1172017.23
SHIP_001193,SUP_0148,PROD_0070,Truck,492,344,383.31,40.32,4,4,4,True,0,267143.91
SHIP_001194,SUP_0082,PROD_0076,Truck,619,2247,160.37,17.28,4,4,7,True,0,812033.17
SHIP_001195,SUP_0039,PROD_0053,Air,48,447,222.13,15.16,1,1,2,True,0,41080.51
SHIP_001196,SUP_0115,PROD_0037,Truck,965,253,339.5,42.64,5,5,4,True,0,294414.22
SHIP_001197,SUP_0107,PROD_0009,Air,915,1500,430.83,32.24,2,2,2,False,0,2261018.31
SHIP_001198,SUP_0031,PROD_0041,Ship,639,2964,197.38,20.58,40,40,39,True,0,4570774.26
SHIP_001199,SUP_0061,PROD_0001,Rail,966,845,223.16,28.1,7,7,9,True,0,1837837.77
SHIP_001200,SUP_0076,PROD_0047,Truck,350,2330,605.26,50.77,5,5,8,True,0,1515616.54
SHIP_001201,SUP_0002,PROD_0062,Truck,862,2850,421.02,37.23,1,1,0,False,0,2653641.46
SHIP_001202,SUP_0081,PROD_0043,Truck,461,1545,554.6,59.61,4,4,4,True,0,1222490.42
SHIP_001203,SUP_0199,PROD_0028,Truck,776,131,408.87,21.88,4,4,5,True,0,87841.17
SHIP_001204,SUP_0053,PROD_0093,Intermodal,188,1129,346.02,44.44,11,11,12,True,0,319760.22
SHIP_001205,SUP_0173,PROD_0044,Truck,324,2939,625.43,51.89,1,1,1,True,0,2029339.78
SHIP_001206,SUP_0159,PROD_0097,Truck,204,104,497.62,53.57,1,1,2,True,0,22112.88
SHIP_001207,SUP_0042,PROD_0008,Truck,388,1847,129.9,6.43,3,3,4,True,0,1344300.54
SHIP_001208,SUP_0084,PROD_0051,Air,783,1876,488.5,57.22,2,2,3,True,0,2699335.79
SHIP_001209,SUP_0190,PROD_0053,Ship,268,777,168.29,17.73,20,20,19,True,0,179050.24
SHIP_001210,SUP_0106,PROD_0046,Truck,668,2433,508.3,52.09,5,5,5,True,0,1662087.84
SHIP_001211,SUP_0002,PROD_0073,Rail,842,251,197.45,25.95,12,12,11,True,0,423228.45
SHIP_001212,SUP_0171,PROD_0025,Truck,919,1817,418.28,33.62,2,2,1,True,0,2373208.57
SHIP_001213,SUP_0108,PROD_0003,Truck,699,2562,603.26,43.25,2,2,2,True,0,4299029.44
SHIP_001214,SUP_0005,PROD_0063,Truck,760,878,167.49,11.8,4,4,7,True,0,1452631.17
SHIP_001215,SUP_0100,PROD_0036,Truck,609,877,128.88,10.35,1,1,0,True,0,653084.17
SHIP_001216,SUP_0001,PROD_0067,Truck,587,984,244.08,29.75,2,2,4,True,0,725815.98
SHIP_001217,SUP_0117,PROD_0033,Truck,598,2356,180.3,16.95,3,3,5,True,2,2925381.61
SHIP_001218,SUP_0121,PROD_0073,Ship,818,175,169.32,16.85,26,26,25,True,0,352006.38
SHIP_001219,SUP_0180,PROD_0020,Intermodal,312,2836,218.96,12.5,13,13,14,True,0,909290.57
SHIP_001220,SUP_0107,PROD_0100,Truck,288,2024,424.48,41.23,2,2,1,True,1,507458.62
SHIP_001221,SUP_0025,PROD_0036,Truck,325,2723,562.73,53.25,6,6,7,True,0,1690178.25
SHIP_001222,SUP_0098,PROD_0069,Truck,762,119,442.31,40.45,6,6,6,True,0,181521.2
SHIP_001223,SUP_0015,PROD_0077,Air,693,1263,786.87,103.38,2,2,2,True,0,691931.24
SHIP_001224,SUP_0078,PROD_0003,Truck,362,1735,450.93,29.66,2,2,1,True,0,818067.07
SHIP_001225,SUP_0093,PROD_0034,Air,24,1854,671.32,53.94,1,1,2,True,0,70845.94
SHIP_001226,SUP_0026,PROD_0055,Truck,316,2742,529.86,23.03,2,2,2,True,0,846164.22
SHIP_001227,SUP_0027,PROD_0088,Truck,173,2176,583.86,32.41,6,6,6,True,0,653363.84
SHIP_001228,SUP_0187,PROD_0008,Truck,953,1712,272.35,27.05,5,5,5,True,0,1648050.86
SHIP_001229,SUP_0022,PROD_0019,Rail,862,2268,105.48,10.06,8,8,11,True,0,1947407.98
SHIP_001230,SUP_0017,PROD_0053,Rail,657,812,217.93,13.35,11,11,14,True,0,818139.71
SHIP_001231,SUP_0038,PROD_0055,Truck,664,731,320.56,37.46,1,1,1,True,0,793963.87
SHIP_001232,SUP_0077,PROD_0094,Truck,954,1659,128.85,8.03,6,6,8,True,0,2271055.5
SHIP_001233,SUP_0100,PROD_0086,Truck,453,1944,459.18,30.99,2,2,5,True,0,486158.68
SHIP_001234,SUP_0082,PROD_0073,Truck,598,777,429.85,44.95,2,2,3,True,0,714033.25
SHIP_001235,SUP_0137,PROD_0066,Truck,609,2064,463.61,43.33,2,2,5,True,0,2446869.78
SHIP_001236,SUP_0055,PROD_0019,Ship,317,1570,70.17,4.37,41,41,44,True,0,1139660.16
SHIP_001237,SUP_0098,PROD_0011,Truck,193,2158,431.66,22.46,6,6,9,True,0,436716.34
SHIP_001238,SUP_0108,PROD_0050,Air,330,230,774.44,83.89,2,2,1,False,0,114923.76
SHIP_001239,SUP_0021,PROD_0046,Truck,938,1390,419.28,28.11,6,6,5,True,1,2541490.24
SHIP_001240,SUP_0176,PROD_0092,Truck,326,1721,500.16,23.64,4,4,5,True,0,548176.04
SHIP_001241,SUP_0108,PROD_0092,Truck,95,1537,413.49,41.89,6,6,9,False,0,195962.88
SHIP_001242,SUP_0141,PROD_0079,Intermodal,582,1536,287.95,35.16,18,18,21,True,0,488198.52
SHIP_001243,SUP_0117,PROD_0062,Truck,826,2319,601.14,60.99,4,4,6,False,0,4222534.85
SHIP_001244,SUP_0135,PROD_0057,Rail,218,993,140.58,10.16,6,6,8,True,0,365809.56
SHIP_001245,SUP_0125,PROD_0004,Intermodal,984,745,137.27,7.38,19,19,20,True,0,566691.19
SHIP_001246,SUP_0106,PROD_0040,Ship,879,587,107.17,6.99,18,18,18,True,0,611157.33
SHIP_001247,SUP_0179,PROD_0062,Truck,451,1478,374.1,43.34,3,3,5,True,0,735425.26
SHIP_001248,SUP_0140,PROD_0059,Truck,997,2444,290.45,14.3,2,2,5,True,0,2862948.58
SHIP_001249,SUP_0028,PROD_0062,Truck,376,2527,528.9,42.94,4,4,4,True,1,729655.94
SHIP_001250,SUP_0029,PROD_0048,Truck,659,310,420.72,24.96,5,5,4,True,1,286823.01
SHIP_001251,SUP_0047,PROD_0050,Truck,950,609,414.83,48.91,3,3,2,True,0,1428343.85
SHIP_001252,SUP_0067,PROD_0021,Rail,264,1875,116.21,12.58,10,10,10,True,0,693458.73
SHIP_001253,SUP_0136,PROD_0051,Truck,496,2865,455.44,46.26,2,2,2,True,0,2525562.25
SHIP_001254,SUP_0143,PROD_0096,Air,184,1948,420.18,32.99,1,1,3,True,0,370244.66
SHIP_001255,SUP_0044,PROD_0028,Rail,855,1961,170.3,14.38,8,8,11,True,0,1310761.0
SHIP_001256,SUP_0036,PROD_0013,Air,495,2205,692.85,68.58,2,2,3,True,0,2066504.12
SHIP_001257,SUP_0002,PROD_0017,Rail,812,2360,251.72,25.75,13,13,15,True,1,3072396.25
SHIP_001258,SUP_0117,PROD_0078,Truck,530,2756,467.61,42.11,3,3,5,True,0,3252568.56
SHIP_001259,SUP_0107,PROD_0059,Rail,426,2963,130.33,9.9,9,9,8,True,0,1089143.69
SHIP_001260,SUP_0136,PROD_0051,Rail,194,1470,222.34,16.34,7,7,8,True,0,229334.76
SHIP_001261,SUP_0047,PROD_0026,Rail,755,2637,205.17,19.17,13,13,12,True,0,3864435.95
SHIP_001262,SUP_0017,PROD_0079,Truck,411,1839,147.98,8.94,5,5,4,True,0,1471594.0
SHIP_001263,SUP_0101,PROD_0078,Truck,146,2149,294.64,27.48,1,1,4,True,0,271075.92
SHIP_001264,SUP_0199,PROD_0049,Air,179,1987,339.94,23.6,2,2,5,False,0,382125.95
SHIP_001265,SUP_0152,PROD_0046,Air,167,2092,857.61,58.13,2,2,3,True,0,510847.1
SHIP_001266,SUP_0112,PROD_0065,Truck,818,2473,265.29,20.55,2,2,5,True,0,2497099.79
SHIP_001267,SUP_0003,PROD_0066,Truck,595,2391,518.68,30.99,6,6,9,True,1,2133404.55
SHIP_001268,SUP_0096,PROD_0058,Truck,89,423,201.69,16.36,2,2,4,True,0,60208.59
SHIP_001269,SUP_0106,PROD_0095,Ship,757,290,127.32,9.2,27,27,26,True,1,144035.64
SHIP_001270,SUP_0056,PROD_0079,Truck,937,1903,346.1,23.27,2,2,4,True,0,2760185.99
SHIP_001271,SUP_0112,PROD_0017,Truck,792,1174,253.87,15.09,4,4,6,True,0,920097.54
SHIP_001272,SUP_0111,PROD_0067,Truck,955,624,479.55,48.53,2,2,2,True,0,1335943.37
SHIP_001273,SUP_0081,PROD_0076,Truck,26,2482,371.27,29.0,4,4,4,True,0,61942.94
SHIP_001274,SUP_0054,PROD_0037,Truck,488,2879,175.36,11.09,2,2,1,True,0,1709457.95
SHIP_001275,SUP_0154,PROD_0009,Intermodal,550,1609,412.76,25.69,8,8,10,True,0,1064830.86
SHIP_001276,SUP_0054,PROD_0063,Truck,807,799,535.85,32.94,6,6,8,True,0,685377.27
SHIP_001277,SUP_0019,PROD_0053,Air,384,50,782.24,91.99,1,1,2,True,0,21115.16
SHIP_001278,SUP_0100,PROD_0037,Truck,863,1321,142.5,8.08,5,5,6,True,0,1316439.72
SHIP_001279,SUP_0087,PROD_0002,Truck,941,1849,172.04,20.6,1,1,2,True,0,2522127.98
SHIP_001280,SUP_0022,PROD_0037,Rail,365,1742,227.34,13.34,13,13,15,True,0,1253693.21
